# Name                    SName     OName                  RAJ2000  DEJ2000  Discovery SpTypeopt r_SpTypeopt SpTypeir r_SpTypeir spt_adop spt_flt Binary  Variable Non-var Program AORKEY                              Module          ExpTime         ObsDate                          PI                 SNR6um SNR12um Publication   CH4obs e_CH4obs r_CH4obs W3obs  e_W3obs CH4syn e_CH4syn W3syn  e_W3syn Water e_Water Methane e_Methane Ammonia e_Ammonia Silicate e_Silicate Inclination ed_Inclination eu_Inclination Inc_ref   Jmag   e_Jmag Hmag   e_Hmag Kmag   e_Kmag W1mag  e_W1mag W2mag  e_W2mag W3mag  e_W3mag W4mag e_W4mag CH1   eCH1 CH2   eCH2 CH3   eCH3 CH4   eCH4 IRAC_Ref            Period ePeriod Period_ref                AJ(%) e_AJ A3.6(%) e_A3.6 A4.5(%) e_A4.5 ref             parallax eparallax parallax_ref          SpeX Silicate_SM23 e_Silicate_SM23 excess_Si_SM23 e_excess_Si_SM23
  2MASSJ21442847+1446077  2144+1446 HNPegB                 326.1188 14.7688  Luhm07a   ""        ""          T2.5     Luhm07a    T2.5     92.5    ""      Zhou18   ""      40489   23795968,23796224                   SL2,SL1         256,448,0,0     2008-08-02,2008-07-11            Metchev,Stanimir   26     385     Suar21        12.58  0.11     Luhm07a  11.777 0.217   12.527 0.042    ""     ""      1.18  0.04    1.65    0.06      1.24    0.03      0.69     0.06       ""          ""             ""             ""        16.704 0.163  15.551 0.111  15.631 0.249  15.527 0.062   15.292 0.12    12.329 ""      9.088 ""      13.72 0.04 13.39 0.02 13.08 0.1  12.58 0.11 Luhman_etal2007     15.4   0.5     Zhou_etal2018             ""    ""   0.77    0.15   1.1     0.5    Vos+2020_table3 55.15    0.03      GaiaCollaboration2020 yes  0.61          0.03            0.01           0.03          
  ULASJ214638.83-001038.7 2146-0010 Wolf940B               326.6628 -0.1776  Burn09    ""        ""          T8.5     Burn09     T8.5     98.5    ""      ""       ""      527     28721408,28721920                   SL1             0,336,0,0       2008-12-16                       Burningham,Ben     0      6       Legg10b       14.36  0.08     Legg10a  12.312 ""      ""     ""       ""     ""      ""    ""      5.53    0.85      1.38    0.12      ""       ""         ""          ""             ""             ""        8.364  0.024  7.825  0.031  7.489  0.026  16.721 0.12    14.236 0.052   12.789 ""      8.706 ""      16.44 0.03 14.43 0.03 15.38 0.15 14.36 0.08 Leggett_etal2010    ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 80.74    0.05      GaiaCollaboration2020 no   ""            ""              ""             ""            
  2MASSJ21481633+4003594  2148+4003 ""                     327.0679 40.0665  Loop08    L6        Loop08      L6.5p    Kirk10     L6       86.0    ""      Metc15   ""      24      16201984                            SL2,SL1         16,16,0,0       2005-12-15                       Roellig,Thomas     141    57      Loop08        ""     ""       ""       9.631  0.042   9.841  0.019    ""     ""      1.08  0.01    0.57    0.01      0.97    0.01      1.58     0.04       88          8              2              Vos+2017  14.147 0.029  12.783 0.03   11.765 0.023  10.739 0.023   10.235 0.021   9.657  0.037   9.2   0.439   ""    ""   ""    ""   ""    ""   ""    ""   ""                  19.0   4.0     Metchev_etal2015          ""    ""   1.33    0.07   1.03    0.1    Vos+2020_table3 123.68   0.36      GaiaCollaboration2020 yes  1.44          0.01            0.4            0.01          
  2MASSJ21522609+0937575  2152+0937 ""                     328.1087 9.6326   Reid06    L6        Reid08      ""       ""         L6       86.0    Reid06  ""       ""      3136    10373632                            SL2,SL1         16,16,0,0       2005-07-09                       Cruz,Kelle         18     5       Suar22        ""     ""       ""       11.207 0.172   11.544 0.098    ""     ""      1.29  0.03    0.73    0.03      1.11    0.04      1.1      0.08       ""          ""             ""             ""        15.19  0.032  14.08  0.036  13.343 0.034  12.543 0.025   12.144 0.024   11.365 0.155   8.721 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 40.9     6.9       Best_etal2020         no   1.05          0.05            0.02           0.05          
  2MASSJ22041052-5646577  2204-5646 epsIndB,epsIndiBa/Bb   331.0656 -56.7901 Scho03    ""        ""          T6       Burg06b    T6       96.0    McCa04  Koen03   ""      51      6313730                             SL2,SL1,LL2,LL1 8,8,8,16        2005-05-31                       Houck,JamesR.      75     66      Roel04        8.98   0.04     Patt06   8.393  0.023   9.023  0.021    8.275  0.025   1.32  0.04    1.89    0.05      1.32    0.03      0.67     0.05       ""          ""             ""             ""        14.375 0.029  13.839 0.03   13.778 0.059  10.612 0.024   9.426  0.02    8.365  0.02    7.957 0.166   9.97  0.01 9.44  0.02 9.39  0.03 8.98  0.04 Patten_etal2006     ""     ""      Koen2003                  ""    ""   ""      ""     ""      ""     Vos+2020_table3 270.66   0.69      GaiaCollaboration2020 no   0.55          0.02            0.05           0.02          
  2MASSJ22244381-0158521  2224-0158 ""                     336.1827 -1.9815  Kirk00    L4.5      Kirk00      L3.5     Knap04     L4.5     84.5    ""      ""       Koen13  51      4189440                             SL2,SL1         16,16,0,0       2004-11-13                       Houck,JamesR.      37     8       Cush06        10.81  0.02     Patt06   10.54  0.101   10.861 0.061    ""     ""      1.1   0.02    0.57    0.02      0.96    0.02      1.48     0.11       ""          ""             ""             ""        14.073 0.027  12.818 0.026  12.022 0.023  11.361 0.023   11.121 0.022   10.648 0.093   8.569 ""      11.05 0.02 11.14 0.02 10.85 0.01 10.81 0.02 Patten_etal2006     ""     ""      ""                        ""    ""   0.1     0.0    0.15    0.0    Vos+2020_table3 86.15    0.41      GaiaCollaboration2020 yes  1.38          0.06            0.24           0.06          
  2MASSJ22383372-1517573  2238-1517 Gl866,L789-6           339.6408 -15.3008 Lein86    M5        Kirk91      ""       ""         M5       75.0    Lein86  ""       ""      29      3878912                             SL2,SL1,LL2,LL1 0.4,0.4,0.4,0.4 2004-06-07                       Houck,JamesR.      158    76      Cush06,Suar22 ""     ""       ""       5.005  0.015   5.306  0.018    5.292  0.022   1.04  0.01    0.6     0.02      1.16    0.02      1.16     0.06       ""          ""             ""             ""        6.553  0.019  5.954  0.031  5.537  0.02   5.314  0.062   4.889  0.035   5.006  0.015   4.877 0.03    ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 293.6    0.9       Torres_etal2010       yes  1.03          0.05            0.09           0.05          
  2MASSJ22443167+2043433  2244+2043 ""                     341.1322 20.7285  Dahn02    L6.5      Kirk08      L7.5     Knap04     L6.5     86.5    ""      Vos18    ""      3431    10979840                            SL2,SL1         16,48,0,0       2004-12-10                       Leggett,SandyK.    19     12      Step09        11.36  0.03     Legg07   11.225 0.141   11.387 0.059    ""     ""      1.15  0.03    0.49    0.02      0.92    0.04      1.42     0.15       76          20             14             Vos+2018  16.476 0.14   14.999 0.066  14.022 0.073  12.777 0.024   12.108 0.024   11.136 0.115   9.301 ""      12.35 0.03 12.11 0.03 11.59 0.03 11.36 0.03 Leggett_etal2007    11.0   2.0     Vos_etal2018              5.5   0.6  0.8     0.2    ""      ""     Vos+2020_table3 58.7     0.95      Liu_etal2016          yes  1.37          0.07            0.38           0.07          
  2MASSJ22541892+3123498  2254+3123 ""                     343.5788 31.3972  Burg02    T5        Pine16      T4       Burg06b    T4       94.0    ""      ""       Radi14  3431    12238592,12239104,12239360          SL2,SL1         88,288,0,0      2005-01-05                       Leggett,SandyK.    14     13      Step09        12.78  0.1      Patt06   12.111 0.34    12.824 0.065    ""     ""      1.3   0.06    1.64    0.08      1.26    0.05      0.82     0.11       ""          ""             ""             ""        15.262 0.047  15.018 0.081  14.902 0.147  14.65  0.034   13.267 0.032   12.433 0.364   9.228 ""      13.92 0.03 13.28 0.01 13.05 0.1  12.78 0.1  Patten_etal2006     ""     ""      ""                        ""    ""   0.47    0.0    0.39    0.0    Vos+2020_table3 72.0     3.0       Manjavacas_etal2013   yes  0.62          0.04            0.08           0.04          
  2MASSJ23515044-2537367  2351-2537 ""                     357.9603 -25.6269 Poko04    M9        Lodi05      M8       Burg08b    M9       79.0    Bart17  Koen13   ""      3136    10374144                            SL2,SL1         6,6,0,0         2005-07-05                       Cruz,Kelle         27     6       Fili15,Suar22 ""     ""       ""       10.262 0.073   10.524 0.072    ""     ""      1.08  0.01    0.69    0.02      1.23    0.03      1.06     0.07       ""          ""             ""             ""        12.471 0.026  11.725 0.022  11.269 0.026  10.934 0.022   10.678 0.022   10.303 0.065   8.961 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      Koen2013                  ""    ""   ""      ""     ""      ""     Vos+2020_table3 49.08    0.45      GaiaCollaboration2020 yes  0.92          0.05            -0.03          0.05          
